land_size_acres,crop_type,irrigation_type,soil_type,region,past_fertilizer_usage,recommended_nutrient_dose,max_allowed_qty
2.62,Maize,Rainfed,Sandy,South,63.96,30,73.35
2.0,Cotton,Rainfed,Loam,North,93.6,40,77.49
4.95,Cotton,Rainfed,Clay,South,186.64,40,185.29
4.51,Cotton,Borewell,Loam,North,167.8,40,187.96
4.93,Maize,Borewell,Loam,East,107.24,30,135.97
3.74,Paddy,Rainfed,Clay,South,157.25,50,175.19
0.68,Cotton,Borewell,Loam,South,19.34,40,28.69
1.1,Paddy,Borewell,Sandy,West,51.36,50,56.16
2.43,Cotton,Borewell,Sandy,West,69.36,40,102.71
0.55,Paddy,Rainfed,Loam,North,29.73,50,29.66
2.45,Cotton,Rainfed,Loam,South,94.84,40,97.55
2.25,Cotton,Rainfed,Loam,West,102.93,40,97.09
2.01,Maize,Borewell,Loam,East,60.75,30,65.45
4.83,Maize,Rainfed,Loam,North,138.3,30,143.53
1.75,Paddy,Rainfed,Sandy,West,103.2,50,81.25
3.11,Maize,Rainfed,Clay,West,78.49,30,89.18
2.32,Cotton,Rainfed,Clay,North,111.3,40,84.54
3.1,Paddy,Borewell,Loam,West,114.9,50,144.29
2.48,Cotton,Rainfed,Clay,West,94.76,40,94.41
1.92,Paddy,Borewell,Loam,East,71.37,50,92.22
4.85,Maize,Borewell,Sandy,West,170.58,30,140.69
3.07,Cotton,Borewell,Clay,South,141.81,40,110.67
4.15,Maize,Rainfed,Sandy,West,146.19,30,114.32
1.23,Paddy,Rainfed,Sandy,East,72.59,50,61.96
0.56,Maize,Rainfed,Clay,North,13.92,30,16.63
3.62,Paddy,Borewell,Loam,East,193.05,50,198.93
1.79,Cotton,Rainfed,Clay,East,69.39,40,72.08
2.33,Maize,Borewell,Loam,South,54.84,30,76.57
4.34,Paddy,Borewell,Loam,West,205.97,50,221.48
1.52,Paddy,Rainfed,Sandy,West,73.86,50,78.96
2.82,Cotton,Rainfed,Loam,West,134.81,40,115.31
2.17,Cotton,Borewell,Loam,North,94.27,40,81.08
2.23,Maize,Borewell,Sandy,North,58.44,30,65.99
4.02,Paddy,Rainfed,Loam,South,189.36,50,212.82
3.09,Maize,Borewell,Clay,East,80.74,30,98.45
1.57,Maize,Rainfed,Sandy,East,38.25,30,47.14
1.67,Paddy,Rainfed,Loam,North,58.83,50,85.98
2.8,Cotton,Borewell,Sandy,South,103.35,40,122.46
3.07,Paddy,Borewell,Sandy,East,173.72,50,142.43
3.06,Maize,Rainfed,Loam,East,104.1,30,93.33
3.73,Paddy,Rainfed,Clay,North,165.24,50,171.3
2.56,Paddy,Rainfed,Loam,West,114.85,50,137.4
1.6,Maize,Rainfed,Clay,North,56.8,30,52.4
1.61,Paddy,Borewell,Sandy,South,70.36,50,86.87
4.85,Paddy,Borewell,Loam,West,223.52,50,233.82
2.87,Paddy,Borewell,Clay,North,149.8,50,137.0
3.81,Maize,Rainfed,Loam,East,82.96,30,104.0
2.24,Paddy,Rainfed,Sandy,East,98.19,50,107.87
2.71,Paddy,Rainfed,Clay,North,116.58,50,127.16
1.89,Paddy,Borewell,Sandy,South,112.21,50,92.82
2.5,Cotton,Borewell,Loam,South,98.83,40,109.67
1.59,Paddy,Borewell,Clay,West,82.73,50,82.93
3.23,Cotton,Borewell,Clay,North,96.16,40,133.77
0.79,Maize,Rainfed,Clay,South,23.65,30,24.84
1.45,Paddy,Borewell,Sandy,North,81.26,50,65.69
4.3,Maize,Borewell,Loam,North,119.99,30,121.71
1.1,Paddy,Rainfed,Sandy,North,64.72,50,50.3
1.4,Paddy,Borewell,Sandy,South,61.17,50,71.68
2.95,Cotton,Borewell,Clay,East,90.01,40,113.04
1.57,Paddy,Borewell,Clay,East,63.33,50,77.1
3.67,Cotton,Rainfed,Loam,South,118.72,40,142.89
2.26,Cotton,Borewell,Sandy,North,107.42,40,98.62
4.1,Paddy,Borewell,Sandy,South,168.27,50,187.29
1.93,Cotton,Borewell,Loam,South,64.34,40,77.29
4.0,Cotton,Borewell,Sandy,North,180.67,40,171.04
2.12,Paddy,Rainfed,Loam,South,110.62,50,102.03
0.77,Maize,Borewell,Clay,East,24.27,30,20.84
2.34,Maize,Rainfed,Clay,South,60.7,30,72.92
3.95,Maize,Borewell,Loam,North,100.97,30,125.89
1.82,Maize,Borewell,Sandy,South,50.4,30,57.08
3.62,Maize,Rainfed,Sandy,East,129.63,30,102.63
3.48,Cotton,Borewell,Clay,East,139.87,40,150.76
1.2,Maize,Borewell,Loam,East,38.73,30,36.49
1.74,Maize,Rainfed,Sandy,West,48.92,30,50.46
3.11,Paddy,Rainfed,Loam,West,177.97,50,157.66
3.34,Paddy,Borewell,Loam,East,160.22,50,152.01
1.55,Paddy,Borewell,Sandy,West,73.32,50,74.56
1.32,Cotton,Borewell,Loam,West,50.27,40,50.93
1.66,Cotton,Borewell,Clay,South,61.88,40,61.53
4.67,Maize,Rainfed,Sandy,North,158.85,30,145.92
0.98,Cotton,Borewell,Clay,East,42.65,40,41.61
3.95,Paddy,Rainfed,Clay,West,149.5,50,203.18
4.25,Paddy,Borewell,Loam,West,210.09,50,218.72
2.56,Maize,Rainfed,Sandy,West,74.06,30,69.65
3.38,Maize,Rainfed,Sandy,West,75.11,30,100.08
1.82,Maize,Rainfed,Clay,West,53.11,30,50.6
3.61,Paddy,Borewell,Loam,West,198.1,50,168.35
0.97,Maize,Borewell,Sandy,South,22.49,30,31.29
2.88,Paddy,Borewell,Sandy,North,134.44,50,132.67
3.42,Paddy,Rainfed,Sandy,North,193.91,50,182.22
3.32,Paddy,Rainfed,Sandy,East,122.45,50,153.13
0.72,Paddy,Rainfed,Sandy,North,29.83,50,33.38
1.67,Paddy,Rainfed,Loam,South,74.53,50,90.9
3.25,Maize,Rainfed,Loam,East,108.95,30,101.6
1.01,Cotton,Rainfed,Sandy,North,43.15,40,38.58
3.38,Paddy,Rainfed,Clay,West,147.11,50,185.82
1.69,Maize,Rainfed,Loam,West,42.57,30,55.07
0.61,Maize,Borewell,Clay,South,19.18,30,19.12
4.26,Cotton,Rainfed,Sandy,South,202.3,40,186.61
0.79,Maize,Rainfed,Clay,East,26.33,30,24.39
3.41,Cotton,Rainfed,Loam,North,104.23,40,140.5
4.92,Cotton,Rainfed,Sandy,West,227.48,40,194.4
0.68,Maize,Borewell,Sandy,North,17.98,30,21.73
3.66,Maize,Rainfed,Loam,West,102.08,30,100.03
2.42,Cotton,Rainfed,Loam,East,90.46,40,105.1
3.38,Paddy,Borewell,Sandy,North,144.63,50,169.86
0.8,Paddy,Rainfed,Loam,North,47.45,50,38.88
2.65,Cotton,Rainfed,Loam,North,93.03,40,109.87
3.48,Maize,Rainfed,Loam,West,110.42,30,99.56
1.92,Maize,Borewell,Sandy,South,43.93,30,59.39
0.68,Paddy,Borewell,Sandy,East,33.96,50,36.51
4.51,Cotton,Borewell,Sandy,North,166.78,40,178.93
0.85,Maize,Borewell,Loam,South,26.4,30,27.14
1.6,Paddy,Rainfed,Clay,West,72.85,50,85.42
4.45,Cotton,Rainfed,Sandy,West,146.24,40,179.8
1.37,Maize,Borewell,Sandy,West,30.86,30,44.48
4.19,Cotton,Borewell,Loam,West,181.01,40,152.47
4.3,Cotton,Rainfed,Loam,North,158.07,40,166.58
2.96,Maize,Borewell,Sandy,South,66.22,30,93.36
3.12,Maize,Rainfed,Sandy,East,74.25,30,87.76
1.33,Paddy,Rainfed,Loam,West,48.45,50,67.67
4.28,Paddy,Rainfed,Sandy,North,151.67,50,194.7
3.08,Cotton,Borewell,Loam,East,136.72,40,118.93
2.07,Paddy,Rainfed,Sandy,West,103.31,50,98.83
0.62,Paddy,Borewell,Sandy,North,33.1,50,31.78
3.11,Cotton,Rainfed,Loam,North,133.21,40,128.76
1.43,Cotton,Rainfed,Loam,South,50.12,40,52.92
1.08,Maize,Borewell,Sandy,East,33.63,30,34.72
4.83,Cotton,Rainfed,Loam,East,195.94,40,180.99
0.98,Paddy,Rainfed,Loam,East,54.21,50,49.77
3.28,Cotton,Rainfed,Sandy,South,143.1,40,136.53
4.26,Paddy,Borewell,Sandy,West,155.09,50,223.54
4.33,Paddy,Rainfed,Loam,West,182.52,50,222.58
1.91,Cotton,Borewell,Sandy,South,90.07,40,69.27
3.11,Maize,Rainfed,Clay,South,73.08,30,97.26
1.29,Paddy,Rainfed,Loam,West,52.74,50,64.43
4.62,Maize,Borewell,Sandy,South,111.69,30,128.74
3.92,Maize,Rainfed,Loam,South,111.76,30,127.29
1.16,Maize,Borewell,Loam,South,35.6,30,32.94
1.21,Paddy,Borewell,Clay,North,63.02,50,61.63
3.9,Paddy,Rainfed,Loam,West,166.67,50,192.97
2.32,Cotton,Rainfed,Loam,North,110.62,40,88.94
1.83,Paddy,Borewell,Loam,South,80.27,50,92.68
1.64,Paddy,Rainfed,Loam,South,94.93,50,78.16
4.53,Cotton,Borewell,Sandy,West,136.21,40,186.87
4.58,Paddy,Borewell,Clay,East,179.62,50,250.45
2.54,Cotton,Rainfed,Clay,West,119.16,40,105.19
1.86,Maize,Borewell,Loam,South,44.31,30,53.61
0.92,Paddy,Borewell,Sandy,North,35.51,50,42.36
2.4,Cotton,Rainfed,Loam,North,105.39,40,89.11
1.09,Paddy,Borewell,Loam,East,55.68,50,51.2
0.94,Cotton,Rainfed,Sandy,South,29.46,40,40.79
4.2,Maize,Borewell,Clay,North,110.51,30,129.93
2.92,Paddy,Borewell,Loam,West,151.63,50,151.33
3.33,Maize,Rainfed,Sandy,North,83.22,30,90.69
2.55,Maize,Rainfed,Sandy,North,87.63,30,77.56
4.25,Maize,Rainfed,Loam,South,152.47,30,118.92
3.61,Maize,Borewell,Loam,West,112.32,30,118.7
4.94,Cotton,Rainfed,Loam,North,206.16,40,187.47
4.09,Cotton,Borewell,Sandy,North,123.27,40,172.78
4.6,Cotton,Borewell,Loam,West,164.02,40,188.81
2.44,Maize,Rainfed,Sandy,North,67.26,30,70.42
3.93,Cotton,Borewell,Loam,West,183.62,40,171.06
1.29,Paddy,Rainfed,Loam,East,73.36,50,67.56
1.64,Paddy,Borewell,Loam,South,60.16,50,78.2
4.6,Paddy,Rainfed,Sandy,East,233.82,50,240.17
1.66,Cotton,Rainfed,Clay,East,70.36,40,60.13
2.19,Paddy,Rainfed,Loam,West,110.96,50,101.75
4.2,Maize,Rainfed,Clay,South,103.01,30,129.84
2.32,Cotton,Rainfed,Sandy,North,92.62,40,85.51
0.58,Maize,Rainfed,Sandy,East,20.09,30,16.6
4.19,Maize,Borewell,Clay,South,150.8,30,118.45
1.69,Cotton,Rainfed,Sandy,South,69.72,40,73.89
4.62,Paddy,Rainfed,Clay,East,219.78,50,244.63
1.11,Maize,Borewell,Clay,South,39.58,30,36.39
1.24,Paddy,Borewell,Sandy,West,52.68,50,57.04
1.72,Maize,Rainfed,Loam,South,57.17,30,50.34
0.9,Maize,Borewell,Sandy,East,23.52,30,29.6
3.33,Maize,Borewell,Clay,West,90.72,30,93.24
4.94,Maize,Borewell,Loam,West,164.56,30,141.72
0.82,Cotton,Borewell,Clay,North,23.89,40,30.31
3.11,Cotton,Borewell,Clay,West,144.85,40,124.32
4.29,Paddy,Rainfed,Sandy,South,197.97,50,223.45
3.79,Paddy,Rainfed,Sandy,West,149.13,50,184.24
3.37,Cotton,Rainfed,Clay,North,99.12,40,131.07
2.91,Maize,Borewell,Sandy,North,104.6,30,86.86
4.17,Paddy,Rainfed,Loam,West,190.99,50,220.86
3.18,Paddy,Borewell,Sandy,South,181.78,50,156.17
3.22,Paddy,Rainfed,Loam,West,163.42,50,158.34
1.15,Maize,Borewell,Loam,South,25.76,30,31.17
4.43,Cotton,Borewell,Loam,South,144.99,40,166.98
3.81,Maize,Borewell,Loam,South,98.3,30,114.44
1.23,Paddy,Rainfed,Loam,South,72.56,50,65.82
4.39,Cotton,Rainfed,Clay,East,158.63,40,184.81
1.15,Cotton,Rainfed,Clay,North,32.4,40,41.58
3.14,Maize,Borewell,Loam,West,87.39,30,94.54
0.53,Cotton,Borewell,Sandy,West,19.32,40,22.12
2.49,Cotton,Rainfed,Sandy,East,106.18,40,94.28
4.16,Paddy,Borewell,Sandy,North,206.8,50,195.97
1.57,Paddy,Rainfed,Clay,West,79.6,50,83.68
2.37,Maize,Borewell,Clay,East,58.95,30,76.32
3.51,Cotton,Rainfed,Loam,West,129.74,40,140.06
1.42,Cotton,Rainfed,Clay,North,57.56,40,55.2
4.98,Cotton,Borewell,Loam,South,187.27,40,198.64
3.05,Cotton,Rainfed,Loam,West,141.32,40,129.34
2.53,Paddy,Borewell,Loam,West,134.01,50,128.68
2.72,Paddy,Rainfed,Clay,East,108.28,50,135.02
1.61,Paddy,Borewell,Loam,East,93.17,50,77.85
4.79,Cotton,Rainfed,Loam,East,185.19,40,196.64
2.94,Maize,Rainfed,Sandy,East,67.45,30,86.01
0.95,Maize,Borewell,Loam,West,28.83,30,28.2
4.0,Paddy,Rainfed,Clay,South,162.05,50,186.58
2.33,Paddy,Borewell,Clay,South,135.52,50,121.4
2.39,Paddy,Rainfed,Loam,South,114.56,50,109.56
4.93,Cotton,Rainfed,Loam,North,203.75,40,188.74
3.14,Maize,Borewell,Loam,East,71.1,30,102.98
1.29,Cotton,Rainfed,Loam,West,52.84,40,48.97
3.73,Paddy,Borewell,Clay,East,202.99,50,192.97
3.27,Paddy,Borewell,Loam,South,187.41,50,149.72
1.99,Paddy,Rainfed,Sandy,South,82.0,50,109.21
2.25,Cotton,Borewell,Sandy,South,95.97,40,93.33
1.45,Maize,Borewell,Clay,West,35.65,30,41.6
2.35,Cotton,Borewell,Loam,North,76.81,40,84.97
4.46,Maize,Borewell,Loam,East,158.26,30,129.56
2.02,Cotton,Borewell,Loam,South,56.85,40,83.71
4.21,Paddy,Borewell,Loam,West,162.78,50,196.17
4.06,Maize,Rainfed,Sandy,North,122.79,30,110.71
3.3,Maize,Borewell,Sandy,West,84.59,30,96.4
3.96,Maize,Borewell,Clay,North,131.33,30,116.43
4.76,Cotton,Rainfed,Loam,North,171.98,40,200.75
2.68,Cotton,Borewell,Sandy,West,123.15,40,115.94
0.89,Paddy,Rainfed,Loam,South,51.99,50,47.4
4.06,Paddy,Rainfed,Clay,North,162.49,50,215.39
4.33,Paddy,Borewell,Loam,West,182.85,50,236.08
0.72,Maize,Borewell,Clay,East,16.74,30,21.76
3.09,Maize,Rainfed,Sandy,East,94.79,30,83.74
4.82,Cotton,Borewell,Loam,North,139.26,40,179.04
0.56,Maize,Borewell,Loam,West,16.52,30,18.25
3.5,Maize,Rainfed,Loam,West,116.69,30,94.78
2.94,Paddy,Rainfed,Loam,South,136.68,50,146.97
0.82,Maize,Rainfed,Clay,North,25.64,30,24.62
3.94,Cotton,Rainfed,Loam,South,148.56,40,146.55
3.42,Cotton,Borewell,Loam,North,107.55,40,146.99
3.26,Maize,Rainfed,Loam,North,76.15,30,106.84
2.83,Maize,Rainfed,Clay,South,62.52,30,87.05
1.64,Cotton,Rainfed,Clay,West,72.28,40,69.77
4.91,Maize,Borewell,Sandy,North,140.07,30,145.97
3.89,Paddy,Borewell,Sandy,West,149.03,50,196.33
2.96,Maize,Borewell,Loam,East,66.13,30,87.34
4.34,Maize,Rainfed,Sandy,North,146.88,30,119.76
0.91,Cotton,Borewell,Clay,West,30.26,40,39.13
1.08,Paddy,Borewell,Loam,North,57.24,50,49.69
3.3,Paddy,Rainfed,Sandy,East,144.88,50,174.53
1.55,Maize,Rainfed,Sandy,West,47.41,30,44.04
3.71,Cotton,Rainfed,Loam,South,168.71,40,137.32
4.4,Paddy,Borewell,Clay,East,219.29,50,203.59
2.42,Cotton,Borewell,Loam,North,75.55,40,100.68
3.91,Paddy,Rainfed,Clay,North,147.19,50,195.74
4.17,Paddy,Rainfed,Loam,West,243.54,50,209.06
4.78,Cotton,Rainfed,Loam,East,185.05,40,187.15
4.32,Cotton,Rainfed,Loam,North,163.55,40,171.83
2.71,Paddy,Borewell,Clay,South,152.22,50,144.5
2.32,Paddy,Borewell,Sandy,South,100.53,50,115.81
3.08,Paddy,Borewell,Loam,South,126.15,50,163.05
2.69,Cotton,Borewell,Loam,South,93.29,40,99.14
1.57,Paddy,Rainfed,Loam,South,92.21,50,75.44
1.26,Maize,Rainfed,Clay,North,35.17,30,36.34
0.66,Paddy,Borewell,Sandy,West,28.43,50,33.29
2.98,Maize,Rainfed,Clay,West,78.52,30,88.46
4.84,Cotton,Borewell,Clay,East,172.05,40,184.24
1.6,Cotton,Rainfed,Clay,East,59.45,40,67.32
1.43,Paddy,Borewell,Sandy,West,75.41,50,64.65
2.39,Maize,Rainfed,Sandy,East,78.0,30,69.39
3.04,Paddy,Rainfed,Loam,West,121.98,50,159.36
0.74,Cotton,Rainfed,Clay,North,33.34,40,27.81
4.43,Cotton,Borewell,Loam,East,155.27,40,185.09
1.94,Cotton,Borewell,Loam,West,89.47,40,71.81
1.3,Maize,Borewell,Loam,East,36.91,30,35.74
1.38,Maize,Rainfed,Clay,South,48.52,30,45.35
2.19,Maize,Borewell,Loam,East,76.32,30,66.29
1.71,Maize,Borewell,Sandy,South,53.93,30,52.93
4.95,Cotton,Rainfed,Sandy,West,164.84,40,204.81
0.73,Paddy,Rainfed,Sandy,West,27.62,50,32.88
5.0,Maize,Rainfed,Loam,South,165.17,30,158.6
2.79,Cotton,Borewell,Loam,North,94.86,40,103.82
1.78,Cotton,Rainfed,Clay,South,63.22,40,74.85
2.93,Paddy,Borewell,Sandy,West,108.23,50,132.38
0.96,Paddy,Rainfed,Loam,East,43.45,50,52.16
3.37,Paddy,Borewell,Sandy,North,185.5,50,167.37
2.13,Paddy,Rainfed,Loam,East,80.32,50,114.51
4.02,Cotton,Borewell,Clay,North,126.08,40,161.19
2.69,Paddy,Rainfed,Loam,North,136.19,50,146.5
3.11,Cotton,Borewell,Clay,South,120.68,40,113.21
0.78,Maize,Rainfed,Loam,East,18.57,30,21.21
3.85,Paddy,Rainfed,Clay,North,204.37,50,178.49
4.26,Cotton,Borewell,Loam,West,132.47,40,163.62
1.62,Paddy,Borewell,Sandy,North,71.78,50,77.03
2.7,Cotton,Borewell,Sandy,North,97.6,40,118.51
0.75,Paddy,Borewell,Clay,East,28.92,50,34.15
3.32,Paddy,Rainfed,Sandy,West,120.72,50,177.17
2.8,Cotton,Rainfed,Sandy,North,107.91,40,113.38
1.27,Paddy,Rainfed,Loam,South,50.73,50,61.2
3.17,Paddy,Borewell,Loam,West,127.6,50,146.34
4.87,Paddy,Borewell,Loam,East,173.13,50,258.24
4.05,Maize,Borewell,Clay,East,103.11,30,112.65
1.16,Maize,Rainfed,Loam,South,36.5,30,35.79
4.02,Paddy,Rainfed,Clay,South,234.92,50,208.72
1.2,Maize,Rainfed,Loam,West,29.58,30,38.46
1.44,Cotton,Rainfed,Clay,West,42.41,40,59.94
2.31,Paddy,Borewell,Sandy,North,133.98,50,118.97
0.91,Paddy,Rainfed,Loam,West,53.41,50,43.3
2.02,Paddy,Rainfed,Clay,West,91.01,50,91.93
2.73,Paddy,Borewell,Sandy,North,103.97,50,133.8
2.08,Cotton,Rainfed,Loam,West,90.39,40,88.24
1.19,Cotton,Rainfed,Sandy,East,42.04,40,46.39
1.18,Maize,Borewell,Loam,South,38.91,30,36.87
1.36,Cotton,Rainfed,Loam,South,48.05,40,50.11
3.33,Cotton,Rainfed,Sandy,East,101.32,40,146.15
4.01,Cotton,Rainfed,Clay,East,143.58,40,162.92
4.6,Paddy,Borewell,Sandy,East,224.72,50,215.03
2.2,Maize,Borewell,Sandy,East,74.02,30,67.9
3.43,Paddy,Borewell,Sandy,East,194.38,50,185.01
4.64,Cotton,Rainfed,Sandy,South,138.72,40,187.24
3.83,Paddy,Borewell,Sandy,East,206.53,50,195.59
1.25,Paddy,Rainfed,Sandy,West,68.67,50,65.25
0.89,Cotton,Borewell,Sandy,North,33.18,40,33.28
2.02,Maize,Rainfed,Sandy,East,42.97,30,59.39
2.97,Paddy,Borewell,Sandy,North,149.95,50,153.36
4.26,Maize,Rainfed,Sandy,North,103.23,30,118.1
4.33,Maize,Rainfed,Clay,South,101.1,30,142.23
4.29,Maize,Rainfed,Loam,South,122.32,30,141.09
0.94,Cotton,Rainfed,Sandy,South,32.02,40,38.64
2.08,Paddy,Rainfed,Sandy,South,121.08,50,94.97
2.97,Maize,Rainfed,Clay,South,88.69,30,91.82
1.65,Cotton,Rainfed,Loam,North,58.23,40,70.54
1.38,Paddy,Borewell,Loam,South,76.83,50,69.86
3.93,Maize,Borewell,Loam,North,124.6,30,111.0
3.06,Maize,Rainfed,Sandy,West,104.09,30,90.55
4.85,Maize,Rainfed,Sandy,West,134.75,30,135.11
2.25,Maize,Rainfed,Sandy,West,79.37,30,65.07
4.41,Paddy,Borewell,Sandy,South,251.51,50,213.89
0.87,Maize,Rainfed,Clay,North,27.73,30,25.12
4.02,Cotton,Borewell,Loam,West,148.15,40,160.33
4.0,Paddy,Borewell,Sandy,East,178.24,50,197.73
2.19,Paddy,Rainfed,Clay,North,96.76,50,110.07
4.14,Maize,Rainfed,Clay,South,109.41,30,124.8
3.52,Paddy,Rainfed,Loam,East,146.91,50,168.17
4.7,Maize,Rainfed,Loam,North,149.71,30,143.18
3.41,Paddy,Borewell,Sandy,West,121.85,50,174.53
2.79,Paddy,Rainfed,Loam,South,135.72,50,135.58
0.87,Paddy,Rainfed,Clay,North,34.66,50,47.42
2.34,Cotton,Rainfed,Clay,North,87.36,40,85.23
0.67,Maize,Rainfed,Sandy,East,21.28,30,20.25
2.79,Cotton,Rainfed,Loam,West,91.69,40,117.06
1.26,Maize,Borewell,Clay,West,30.05,30,37.5
1.79,Maize,Rainfed,Clay,East,44.23,30,55.26
3.43,Paddy,Rainfed,Loam,South,190.75,50,168.68
0.83,Maize,Rainfed,Sandy,North,20.84,30,27.29
3.18,Cotton,Rainfed,Sandy,East,134.18,40,114.67
2.83,Cotton,Borewell,Clay,North,81.36,40,114.77
4.64,Cotton,Rainfed,Sandy,North,219.79,40,187.11
2.56,Cotton,Borewell,Clay,North,120.06,40,105.96
0.79,Cotton,Borewell,Loam,North,29.48,40,29.96
2.61,Paddy,Borewell,Clay,East,121.07,50,132.64
2.11,Paddy,Borewell,Sandy,West,82.52,50,105.58
4.24,Paddy,Rainfed,Loam,North,218.79,50,205.15
4.71,Maize,Borewell,Loam,West,163.36,30,133.09
0.68,Paddy,Rainfed,Clay,East,36.4,50,36.23
4.86,Maize,Rainfed,Clay,North,166.93,30,148.73
2.89,Paddy,Borewell,Loam,South,103.16,50,137.18
2.57,Paddy,Rainfed,Clay,South,130.33,50,129.97
3.84,Maize,Rainfed,Sandy,South,96.75,30,116.7
0.9,Paddy,Rainfed,Clay,North,40.81,50,47.25
3.62,Cotton,Borewell,Loam,West,173.08,40,138.37
2.74,Paddy,Rainfed,Clay,West,118.47,50,135.37
4.36,Maize,Rainfed,Loam,North,136.31,30,140.8
1.42,Paddy,Borewell,Clay,South,80.7,50,64.75
4.5,Maize,Rainfed,Clay,East,116.71,30,129.99
2.8,Paddy,Rainfed,Loam,West,163.85,50,127.34
2.09,Paddy,Rainfed,Clay,West,117.91,50,102.33
1.4,Cotton,Borewell,Clay,East,51.09,40,54.72
4.62,Cotton,Borewell,Clay,South,199.76,40,184.99
4.95,Maize,Rainfed,Loam,North,138.5,30,135.38
1.68,Cotton,Borewell,Clay,East,61.69,40,62.59
4.76,Cotton,Borewell,Clay,West,206.28,40,181.58
3.16,Cotton,Rainfed,Clay,North,134.08,40,137.56
4.47,Maize,Rainfed,Sandy,South,128.41,30,141.47
3.03,Paddy,Borewell,Loam,East,147.92,50,139.83
1.07,Cotton,Rainfed,Sandy,West,41.29,40,40.82
0.59,Maize,Borewell,Sandy,East,18.79,30,16.05
3.18,Paddy,Borewell,Sandy,North,154.17,50,173.91
2.68,Maize,Borewell,Loam,North,58.84,30,81.23
4.28,Paddy,Rainfed,Loam,South,256.46,50,211.02
1.94,Cotton,Rainfed,Sandy,East,89.5,40,72.81
3.27,Cotton,Rainfed,Sandy,West,118.09,40,118.79
2.06,Maize,Borewell,Sandy,East,51.46,30,64.1
4.77,Maize,Borewell,Loam,East,119.35,30,152.01
0.75,Paddy,Borewell,Sandy,North,36.34,50,34.28
4.7,Cotton,Rainfed,Clay,North,203.64,40,193.94
4.21,Cotton,Borewell,Loam,West,172.4,40,184.19
3.71,Maize,Borewell,Sandy,North,129.37,30,111.68
1.03,Cotton,Borewell,Sandy,West,39.72,40,38.13
3.17,Cotton,Borewell,Loam,West,119.35,40,129.91
0.55,Cotton,Rainfed,Loam,South,17.54,40,21.96
4.78,Cotton,Borewell,Clay,West,170.51,40,188.31
3.72,Maize,Borewell,Loam,North,111.81,30,107.11
2.35,Paddy,Borewell,Loam,East,95.04,50,128.45
1.09,Paddy,Borewell,Sandy,East,48.28,50,49.33
1.5,Cotton,Borewell,Clay,West,65.41,40,56.41
0.86,Maize,Borewell,Loam,West,24.18,30,23.27
0.88,Cotton,Borewell,Clay,South,38.85,40,37.11
4.62,Cotton,Rainfed,Clay,East,208.32,40,191.57
0.74,Cotton,Rainfed,Clay,South,32.31,40,31.65
4.1,Cotton,Borewell,Clay,South,156.5,40,155.24
4.3,Cotton,Borewell,Clay,East,182.94,40,188.54
1.2,Cotton,Borewell,Sandy,East,39.02,40,45.23
4.07,Paddy,Borewell,Sandy,East,161.47,50,185.86
4.99,Cotton,Rainfed,Clay,West,142.2,40,212.98
2.14,Cotton,Borewell,Loam,West,95.94,40,86.54
4.56,Maize,Rainfed,Clay,West,159.11,30,123.37
0.84,Maize,Rainfed,Sandy,North,20.79,30,26.05
4.5,Cotton,Borewell,Clay,East,167.39,40,183.85
1.35,Maize,Rainfed,Loam,North,44.65,30,44.29
1.71,Maize,Borewell,Loam,North,48.6,30,47.05
3.02,Cotton,Borewell,Sandy,South,114.93,40,112.21
2.49,Cotton,Rainfed,Clay,South,86.36,40,100.03
3.14,Paddy,Borewell,Loam,East,110.57,50,165.2
3.71,Paddy,Borewell,Clay,West,163.82,50,168.91
3.9,Maize,Borewell,Sandy,East,137.78,30,110.92
1.96,Maize,Borewell,Clay,West,46.56,30,59.7
1.2,Paddy,Rainfed,Clay,East,52.69,50,62.36
3.02,Cotton,Borewell,Clay,West,107.9,40,118.87
3.03,Paddy,Rainfed,Sandy,North,106.49,50,138.73
4.47,Paddy,Borewell,Clay,West,165.15,50,232.74
4.64,Maize,Borewell,Clay,North,116.28,30,135.59
3.06,Maize,Borewell,Loam,West,104.73,30,99.91
3.83,Paddy,Borewell,Sandy,North,142.34,50,197.98
2.35,Cotton,Borewell,Loam,West,87.92,40,85.52
1.36,Maize,Borewell,Sandy,West,44.69,30,40.42
1.86,Paddy,Borewell,Loam,West,82.96,50,99.59
3.87,Maize,Rainfed,Sandy,North,97.08,30,107.22
1.63,Maize,Borewell,Loam,East,56.74,30,49.7
2.9,Cotton,Borewell,Clay,North,115.79,40,112.89
4.13,Paddy,Borewell,Sandy,South,198.58,50,190.67
1.08,Cotton,Borewell,Sandy,East,41.84,40,46.97
1.89,Maize,Rainfed,Loam,West,64.34,30,59.69
1.62,Paddy,Borewell,Clay,North,58.17,50,74.55
3.78,Paddy,Borewell,Loam,West,151.17,50,184.13
2.76,Cotton,Rainfed,Loam,South,117.33,40,101.86
2.33,Paddy,Rainfed,Loam,East,109.81,50,117.45
4.18,Maize,Rainfed,Clay,South,98.54,30,133.12
3.62,Paddy,Borewell,Sandy,North,177.01,50,188.22
2.35,Maize,Rainfed,Clay,South,54.23,30,72.84
2.86,Cotton,Borewell,Clay,East,116.65,40,110.69
4.58,Paddy,Rainfed,Sandy,West,227.55,50,210.01
2.52,Cotton,Rainfed,Sandy,East,108.68,40,106.73
